id,slug,naziv,naziv_prikaz,kratki_naziv,registar,id_u_registru,registarski_broj,oib,status,datum_statusa,datum_upisa,datum_osnivanja,pravni_oblik,kategorija,pouzdanost,bodovi,signali,sjediste,ulica,kucni_broj,mjesto,naselje,opcina_grad,zupanija,postanski_broj,strano_sjediste,lat,lng,izvor_koordinata,biskupija,izvor_biskupije,email,web,telefon,telefon_e164,iban,predsjednik,uloga_predsjednika,ciljevi,ciljane_skupine,djelatnosti,rno_url,izvori
1072,vreme-je-ubli-7555,Vreme je,Vreme je,,registar-udruga,271006,19002560,27755877555,AKTIVAN,,2026-05-19,2026-03-24,UDRUGA,molitvena,niska,3.0,"[""opis:vjernici"", ""opis:duhovnost"", ""djelatnost:3.1.2.""]","Ulica Ivana Gundulića 23, Ubli",Ulica Ivana Gundulića,23,Ubli,,,Dubrovačko-neretvanska,,,,,,,,,,,,,Marin Markalaus,Predsjednik,"-	Promicanje nenasilja i izgradnje mira
-	Razvoj civilnog društva
-	Razvoj lokalne zajednice
-	Promocija i izgradnja među vjerničkog dijaloga
-	Promoviranje tolerancije i nenasilja
-	Promicanje duhovnih aktivnosti
-	Promicanje kulture zdravog življenja
-	Promicanje osobnog razvoja
-	Zaštita i očuvanje materijalnih kulturnih dobara
-	Zaštita kulturnih krajolika
-	Zaštita i očuvanje nematerijalnih kulturnih dobara
-	Izgradnja samoodržive zajednice
-	Unapređenje  ekološke poljoprivrede
-	Promicanje održivog razvoja
-	Prevencija nasilja
-	Prevencija ovisnosti
-	Očuvanje posebno vrijednih prirodnih područja i drugih prostora
-	Zaštita i održivo korištenje šuma, mora, voda i tla
-	Podizanje svijesti i aktivnosti za smanjenje otpada i povećanje recikliranja",GRAĐANI – OPĆA POPULACIJA,"[""10.1.1. Edukacija za održivi razvoj ruralnih područja"", ""11.2.10. Prevencija ovisnosti"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""9.1.9. Odgoj i obrazovanje za održivi razvoj, zdrave načine života i očuvanje prirode"", ""13.9. Cjeloživotno obrazovanje u tehničkoj kulturi"", ""7.7. Zaštita prava potrošača"", ""10.1.5. Zaštita javnih dobara u ruralnim područjima"", ""13.6.4. Podvodna fotografija"", ""6.1.6. Zaštita kulturnih krajolika"", ""13.6.3. Neprofesijska fotografska djelatnost"", ""6.3.2. Dizajn i arhitektura"", ""15.3. Energetska učinkovitost i obnovljivi izvori energije"", ""4.8. Turizam"", ""15.1.1. Očuvanje posebno vrijednih prirodnih područja i drugih prostora"", ""6.3.3. Fotografska umjetnost"", ""7.6. Vjerska prava i slobode"", ""15.4. Zaštita životinja"", ""6.2.5. Inovativne izvedbene umjetničke prakse"", ""3.1.2. Promocija i izgradnja međuvjerničkog dijaloga"", ""9.1.1. Razvoj i promicanje odgoja i obrazovanja"", ""12.4.4. Organiziranje i provođenje rekreacijskog vježbanja"", ""14.3. Prevencija i suzbijanje ovisnosti"", ""10.1.2. Planiranje razvoja ruralnih područja"", ""13.6.1. Neprofesijska filmska djelatnost"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""2.12. Razvoj civilnoga društva"", ""12.4.5. Organiziranje sportsko rekreacijskih natjecanja i sportsko rekreativnih edukativnih projekata i programa"", ""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam"", ""6.2.1. Dramske umjetnosti"", ""15.1.2. Očuvanje prirodne baštine"", ""12.9. Promocija sporta i zdravog načina življenja"", ""9.1.2. Cjeloživotno učenje i obrazovanje odraslih"", ""6.3.1. Likovne umjetnosti"", ""12.4.1. Grupni fitnes programi (aerobic, fitnes, pilates i dr.)"", ""13.6.2. Neprofesijska video djelatnost"", ""13.8. Inovatorstvo"", ""6.1.7. Zaštita i očuvanje nematerijalnih kulturnih dobara"", ""2.8. Promicanje dobrog upravljanja"", ""12.8. Organiziranje i razvijanje sportskih udruga i sportskih djelatnosti"", ""6.6. Medijska kultura"", ""6.4.1. Književno stvaralaštvo"", ""11.2.12. Skraćeni boravak, igraonice, radionice, klubovi"", ""12.4.2. Individualni fitnes programi"", ""2.13. Razvoj lokalne zajednice"", ""8.3. Međunarodna prijateljstva"", ""2.2. Promicanje nenasilja i izgradnja mira"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""6.3.5. Likovni amaterizam"", ""12.4.3. Tjelesne aktivnosti i igre koje se organizirano izvode radi unapređenja zdravlja i rekreacije"", ""7.10. Njegovanje zavičajnog identiteta"", ""6.2.2. Plesne umjetnosti"", ""6.3.7. Manifestacije vizualnih umjetnosti""]",,"[""datagovhr:registar-udruga""]"
325,zavicajni-klub-maja-i-svracica-6366,ZAVIČAJNI KLUB MAJA I SVRAČICA,Zavičajni Klub Maja i Svračica,,registar-udruga,41692,03001317,78980356366,BRISAN,2016-05-27,2007-03-09,2007-01-27,UDRUGA,sport,niska,3.0,"[""opis:zupa"", ""opis:crkva"", ""opis:svetac""]","Svračica 1, Svračica",Svračica,1,Svračica,Svračica,Glina,Sisačko-moslavačka,44400,,45.28213749,16.13791978,dgu-adresa,Sisačka Biskupija,derivirano-crkve.domovina.ai,,,,,,Mato Brkašić,Dopredsjednik,,,"[""8.99.99. OSTALE KULTURNE DJELATNOSTI""]",,"[""datagovhr:registar-udruga""]"
700,zavicajni-klub-sveta-ana-gornja-vrba-3306,Zavičajni klub Sveta Ana,Zavičajni klub Sveta Ana,,registar-udruga,62482,12001557,22647183306,AKTIVAN,,2014-02-17,2014-01-10,UDRUGA,sport,niska,3.0,"[""opis:zupa"", ""opis:crkva"", ""opis:svetac""]","Braće Radić 1, Gornja Vrba",Braće Radić,1,Gornja Vrba,Gornja Vrba,Gornja Vrba,Brodsko-posavska,35207,,45.15508648,18.0665821,dgu-adresa,Đakovačko-osječka Nadbiskupija,derivirano-crkve.domovina.ai,mopacak@gmail.com,,098 848 016,+38598848016,,Ivica Opačak,Predsjednik Udruge,"-	Cilj i svrha osnivanja Udruge je okupljanje građana s područja filijale  Svete Ane župe Brusnica i njihovih prijatelja za obnovu i izgradnju  kraja filijale   Svete Ane (Dobra Voda, Gornja Vrela, Klakar Gornji, Gornji Višnjik, Podnovlje), očuvanje tradicije i običaja, njegovanje sportskih i kulturnih aktivnosti.",GRAĐANI – OPĆA POPULACIJA,"[""11.1.1. ZAVIČAJNA DJELATNOST""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=47539,"[""datagovhr:registar-udruga""]"
102,cirilo-metodov-kor-zagreb-3435,ĆIRILO-METODOV KOR,Ćirilo-metodov Kor,,registar-udruga,3284,21000924,09648613435,AKTIVAN,,1998-04-06,1992-03-17,UDRUGA,glazba,niska,3.0,"[""opis:liturgija"", ""opis:crkva"", ""djelatnost:3.3.""]","Ćirilometodska 1, Zagreb",Ćirilometodska,1,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,,,45.83187302388278,15.977892800834798,naselje-teziste,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,krizevacki.biskup@gmail.com,,01/3738468,+38513738468,,Dubravka Hranilović,Predsjednica,"Sudjelovati u liturgiji i u drugim bogoslužjima bizantskoslavenskoga obreda te čuvati, njegovati i promicati crkveno pjevanje, prvenstveno na
crkvenoslavenskome jeziku.",GRAĐANI – OPĆA POPULACIJA,"[""3.3. Ostale djelatnosti iz područja duhovnosti"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=31650,"[""datagovhr:registar-udruga""]"
840,cuvari-kristova-groba-slivno-ravno-slivno-ravno-1006,ČUVARI KRISTOVA GROBA SLIVNO-RAVNO,Čuvari Kristova Groba Slivno-ravno,Č-K.G.S.R.,registar-udruga,223886,19002264,92750461006,AKTIVAN,,2019-10-28,2019-09-26,UDRUGA,kultura,niska,3.0,"[""naziv:krscanski"", ""djelatnost:3.2.1.""]","Alojzija Stepinca 102, Slivno Ravno",Alojzija Stepinca,102,Slivno Ravno,Slivno Ravno,Slivno,Dubrovačko-neretvanska,,,42.95978508286513,17.54450945447876,naselje-teziste,Splitsko-makarska Nadbiskupija,derivirano-crkve.domovina.ai,,,098-243-827,+38598243827,,Goran Vuinac,Predsjednik,ZAŠTITA I ZASTUPANJE KULTURNO POVIJESNE BAŠTINE SLIVNA I SLIVANJSKOG KRAJA,"DJECA OD 14 DO 18 GODINA, GRAĐANI – OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA","[""6.1.7. Zaštita i očuvanje nematerijalnih kulturnih dobara"", ""3.2.1. Promicanje duhovnih aktivnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=57256,"[""datagovhr:registar-udruga""]"
252,sportsko-ribolovna-udruga-stuka-nova-kapela-1099,"ŠPORTSKO RIBOLOVNA UDRUGA ""ŠTUKA"" NOVA KAPELA","Športsko Ribolovna Udruga ""Štuka"" Nova Kapela","ŠRU ""ŠTUKA""",registar-udruga,12652,12000299,99916751099,AKTIVAN,,1998-02-27,1983-10-02,UDRUGA,sport,niska,3.0,"[""naziv:crkva"", ""opis:crkva""]","Kralja Tomislava 152E, Nova Kapela",Kralja Tomislava,152E,Nova Kapela,Nova Kapela,Nova Kapela,Brodsko-posavska,35410,,45.20600216,17.62579075,dgu-adresa,Požeška Biskupija,derivirano-crkve.domovina.ai,novakapela@gmail.com,,099-372-0546,+385993720546,,Mladen Milinković,Predsjednik Udruge,"Područje djelovanja sukladno ciljevima Udruge je športski ribolov i to kroz unaprjeđenje športskog ribolova, športska priprema, zaštitu voda i ribljeg fonda u vodama na kojima gospodari Savez BPŽ te druge aktivnosti vezane uz športski ribolov.","DJECA DO 14 GODINA, DJECA OD 14 DO 18 GODINA, GRAĐANI – OPĆA POPULACIJA","[""10.4.2. RIBOLOVNA DJELATNOST""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=29609,"[""datagovhr:registar-udruga""]"
899,branitelji-osijek-9471,"""BRANITELJI""","""Branitelji""","KLUB „B""",registar-udruga,225927,14004776,32856959471,AKTIVAN,,2019-12-12,2019-11-25,UDRUGA,glazba,niska,2.5,"[""opis:stepinac"", ""opis:krscanski""]","Pampas  21, Osijek",Pampas,21,Osijek,Osijek,Osijek,Osječko-baranjska,,,45.543345773347,18.687547011930928,naselje-teziste,Đakovačko-osječka Nadbiskupija,derivirano-crkve.domovina.ai,,,,,,Tomislav Prgomet,Tajnik,"Udruga je osnovana u svrhu razvoja, kulture i humanitarnih resursa, poboljšanja zdravlja i kvalitete živote korisnika, kulturnih programa (djece s teškoćama u razvoju, osoba s invaliditetom - branitelja, djece i mladih s teškoćama u učenju i problemima u ponašanju, djece i mladih u riziku, ostalih skupina u nepovoljnom položaju te djece i mladih opće populacije. 
Udruga je promiče aktivno razvitak i unapređenja razvoja kulture i posebice arhitektonskog, glazbenog i likovnog izričaja u gradu Osijeku i OBŽ. Poseban naglasak je na promicanje vrijednosti domovinskog rata (preko kulture i veze na javno osvješćivanje tradicije!), i to posebice preko „Spomenici  u čast našim precima (kao i braniteljima 1991.)“  to je izrada spomen obilježja prvom skautskom odredu „Zvonimir“  osnovan u Realnoj Gimnaziji u Tvrđi. Manifestacije oko promicanja vrijednosti koje se trebaju ujediniti u „Dane Slavonske kulture“ te na taj način spojiti kulturu, umjetničko stvaralaštvo i obilježavanje osoba i djela  u jedno. Naročito treba istaknuti spomen obilježja Ottici Berger iz Zmajevca, njenu industrijsku tkaninu, spomen obilježje dirigentu Lavu Mirskom, Ružički, Prelogu, arh. Aksmanu (vratiti park po njegovom projektu i postaviti njegovu skulpturu u park). Na taj način osim nekog popratnog govora  ostalo bi za vječnost: pjesme, slike, spomenici koji ukazuju na kulturu ovog dijela EU, i naravno trajnog sjećanja  za pale branitelje, kao jedinstvena cjelinu. Tu treba spomenuti već napravljeno spomen obilježje prvom razminiravaju Brijest 1992 u jeku rata. Cilj jeste aktivno odavanje počasti svim sugrađanima na primjeren način koji su nas zadužili, kao i  žrtvama rata i braniteljima te na taj način kroz više slojeva promicati i trajno obilježavati vrijednosti domovinskog rata. Ujedno promicati aktivnu kritiku uništavanja onoga što su nam preci ostavili a to je Shakunala park koji je smanjen za 40%, uništavanje Regimentskog parka u Tvrđi betoniranjem i nakaradnim trokutnim oblikom koji uništava vizuru Tvrđe. Kao i neprimjereno postavljanje drugog Kardinala Stepinca na ulaz  u parkiralište. 
Ciljevi udruge su: razvoj kulture, sportskih i modelarskih natjecanja, razvoj 3d obilježavanja kulturnih markera u RH, - promicanje socijalne integracije svih korisnika; - promicanje socijalne osjetljivosti; - prevencija rizičnog ponašanja mladih; - prevencija nasilja nad i među djecom i mladima; - prevencija ovisnosti; - popularizacija programa terapijskog veslanja; - popularizacija veslačkog sporta; - promicanje humanog i etičkog odnosa prema životinjama; - poticanje zdravih stilova života; - promicanje volonterstva.
Ciljevi opisno: Promicanje kulturnog nasljeđa te zaštita prirodnog okoliša; promicanje tolerancije i suživota; promicanje zdravog života; promicanje turističkih sadržaja (vezane za rijeku kao na pr. “Sojenice q” tip kao dio spasilačke službe na rijekama) i razvijanje potencijala istih na području djelovanja Udruge; usmjeravanju mladih prema stjecanju dodatnih vještina i znanja; poticanje mladih na organizirano i smisleno korištenje slobodnog vremena; promicanje, razvitak i unapređenje ekologije; promicanje zdravih prehrambenih navika; promicanje rekreacije na otvorenom; promicanje slobodnog razmišljanja i kreativnosti u zajednici (upozoravanje na zagađenja rijeka, naročito Drave!); održavanje ekoloških, kulturnih i ekološko-športskih manifestacija/događanja; podizanje ekološke svijesti građana o važnosti sudjelovanja u aktivnostima šire društvene zajednice i poticanje građana na sudjelovanje u javnom životu; aktivno sudjelovanje u svim društvenim zbivanjima na širem području djelovanja Udruge; aktivno sudjelovanje u kulturnim zbivanjima i promicanje kulture življenja i povezivanje i razmjena iskustava, edukacija u navedenim interesnim područjima Udruge. Osnovni cilj je učenje što većeg broja građana, učenika, studenata, umirovljenika, radnika Osijeka i okolice, kulturi slikanja i 3d modeliranja..","BRANITELJI - VETERANI, DJECA - OPĆA POPULACIJA, DJECA RATNIH STRADALNIKA, GRAĐANI – OPĆA POPULACIJA, INVALIDI DOMOVINSKOG RATA, MLADI - OPĆA POPULACIJA, OBITELJI, OBITELJI BRANITELJA, ODGOJNO-OBRAZOVNE USTANOVE, ODGOJNO-OBRAZOVNI DJELATNICI, OSTALI, TURISTI, TURISTIČKI DJELATNICI, UDRUGE I GRAĐANSKE INICIJATIVE, UMIROVLJENICI, USTANOVE SOCIJALNE SKRBI, UČENICI, VOLONTERI","[""9.1.1. Razvoj i promicanje odgoja i obrazovanja"", ""6.5.3. Interaktivni mediji"", ""6.3.3. Fotografska umjetnost"", ""6.3.1. Likovne umjetnosti"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""12.9. Promocija sporta i zdravog načina življenja"", ""9.1.9. Odgoj i obrazovanje za održivi razvoj, zdrave načine života i očuvanje prirode"", ""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam"", ""6.1.7. Zaštita i očuvanje nematerijalnih kulturnih dobara"", ""9.1.3. Izvaninstitucionalni odgoj i obrazovanje"", ""10.2.1. Edukacija za održivi razvoj urbanih područja"", ""10.1.1. Edukacija za održivi razvoj ruralnih područja"", ""9.1.8. Odgoj i obrazovanje za zaštitu i promicanje povijesno-kulturne baštine i nacionalnoga identiteta"", ""6.3.4. Djelatnost umjetničkih obrta"", ""7.10. Njegovanje zavičajnog identiteta"", ""4.6.1. Promicanje razvoja socijalnog poduzetništva"", ""6.2.1. Dramske umjetnosti"", ""10.2.4. Urbana obnova"", ""9.1.7. Poticanje kreativnosti i stvaralaštva u odgoju i obrazovanju"", ""9.1.5. Odgoj i obrazovanje za aktivno sudjelovanje u razvoju demokratske kulture"", ""15.1.1. Očuvanje posebno vrijednih prirodnih područja i drugih prostora"", ""10.3.2. Održivi turizam"", ""10.2.3. Planiranje razvoja urbanih područja"", ""1.1.1. Promicanje vrijednosti Domovinskog rata"", ""15.3. Energetska učinkovitost i obnovljivi izvori energije"", ""10.1.5. Zaštita javnih dobara u ruralnim područjima"", ""6.3.5. Likovni amaterizam"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""10.1.2. Planiranje razvoja ruralnih područja"", ""6.3.6. Inovativne vizualne umjetničke prakse"", ""15.1.2. Očuvanje prirodne baštine"", ""6.1.8. Općekulturna (kulturološka) djelatnost"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""6.2.5. Inovativne izvedbene umjetničke prakse"", ""6.2.2. Plesne umjetnosti"", ""10.2.5. Zaštita javnih dobara u urbanim područjima"", ""9.1.6. Odgoj i obrazovanje za zaštitu i promicanje ljudskih prava"", ""6.4.5. Literarni amaterizam"", ""6.3.2. Dizajn i arhitektura"", ""12.7. Organiziranje i provođenje adaptiranog i zdravstveno usmjerenog tjelesnog vježbanja"", ""4.8. Turizam"", ""6.3.7. Manifestacije vizualnih umjetnosti"", ""15.4. Zaštita životinja"", ""6.6. Medijska kultura""]",,"[""datagovhr:registar-udruga""]"
133,drustvo-sveti-martin-martinec-orehovicki-3915,"""DRUŠTVO SVETI MARTIN""","""Društvo Sveti Martin""",,registar-udruga,6053,02000492,66017813915,AKTIVAN,,1999-03-19,1999-02-28,UDRUGA,glazba,niska,2.5,"[""naziv:svetac"", ""opis:crkva"", ""opis:svetac""]","Martinec Orehovički, Martinec Orehovički",Martinec Orehovički,,Martinec Orehovički,Martinec Orehovički,Bedekovčina,Krapinsko-zagorska,,,46.087071234237484,15.96378711950818,naselje-teziste,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,stolarija.furty@gmail.com,,098-793-825,+38598793825,,Marijan Tretinjak,Predsjednik,"njegovanje  i  promicanje  izvornih  vrijednosti, starih običaja i kulturne baštine Hrvatskog zagorja.","DJECA - OPĆA POPULACIJA, GRAĐANI – OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA","[""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""6.1.7. Zaštita i očuvanje nematerijalnih kulturnih dobara"", ""6.2.2. Plesne umjetnosti"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""6.2.1. Dramske umjetnosti""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=2637,"[""datagovhr:registar-udruga""]"
902,duhovna-realizacija-i-manifestacija-osobnog-napretka-zagreb-3252,"""DUHOVNA REALIZACIJA I MANIFESTACIJA OSOBNOG NAPRETKA""","""Duhovna Realizacija i Manifestacija Osobnog Napretka""","""DREAMON""",registar-udruga,209031,21012893,13317493252,AKTIVAN,,2018-03-05,2017-11-27,UDRUGA,obrazovanje,niska,2.5,"[""naziv:duhovnost"", ""opis:duhovnost"", ""djelatnost:3.2.2."", ""djelatnost:3.2.1.""]","ALEJA BLAŽA JURIŠIĆA 63, Zagreb",ALEJA BLAŽA JURIŠIĆA,63,Zagreb,Zagreb,Grad Zagreb,Grad Zagreb,10040,,45.83814207,16.05245839,dgu-adresa,Zagrebačka Nadbiskupija,derivirano-crkve.domovina.ai,,,,,,Marija Habulinec Zorić,Dopredsjednica,"Poticanje osobnog razvoja; Promicanje duhovnih aktivnosti; Promicanje kompetentnosti i profesionalne etike te demokratičnosti; Unaprjeđenje kvalitete života; Promicanje međuljudskih, međukulturalnih, društvenih i građanskih kompetencija; Razvoj pozitivnog stava prema promjenama i inovacijama; Razvoj osobne karijere; Razvoj pozitivnog stava prema cjeloživotnom učenju; Promicanje ideja, razmišljanja i iskustava pojedinaca i grupa koje šire kulturu pozitivnih namjera; Podrška realizaciji i promociji ideja i projekata koji imaju potencijai uvođenja pozitivnih promjena u društvu; Okupljanje entuzijasta i vizionara te poticanje komunikacije; Promicanje tolerancije i nenasilja; Promicanje kulturno-umjetničkih i edukativnih sadržaja; Promicanje ideje očuvanja prirode i okoliša.",GRAĐANI – OPĆA POPULACIJA,"[""3.2.2. Poticanje osobnog razvoja"", ""9.1.2. Cjeloživotno učenje i obrazovanje odraslih"", ""3.2.1. Promicanje duhovnih aktivnosti""]",,"[""datagovhr:registar-udruga""]"
911,povijesna-postrojba-kralja-dmitra-zvonimira-knin-0456,"""POVIJESNA POSTROJBA KRALJA DMITRA ZVONIMIRA""","""Povijesna Postrojba Kralja Dmitra Zvonimira""",,registar-udruga,209567,15001483,61064850456,AKTIVAN,,2018-04-11,2018-03-06,UDRUGA,kultura,niska,2.5,"[""opis:krscanski"", ""opis:duhovnost"", ""djelatnost:3.2.1."", ""djelatnost:3.3."", ""djelatnost:3.2.2.""]","Tomislavova 193, Knin",Tomislavova,193,Knin,Knin,Knin,Šibensko-kninska,,,44.04430951079091,16.205345784278954,naselje-teziste,Šibenska Biskupija,derivirano-crkve.domovina.ai,nada.hrzic@gmail.com,https://www.zvonimirovi-dani.info,095-8778-685,+385958778685,,Barbara Alilović,Predsjednica Udruge,"Čuvanje i širenje kršćanskih vrijednosti; razvijanje i njegovanje hrvatske kulturne i povijesne baštine, te likovne i plesne umjetnosti prvenstveno kroz manifestaciju „Zvonimirovi dani“ kao idejni začetnici i organizatori, te kroz ostale slične manifestacije; edukacija djece i mladih o kršćanskim vrijednostima, povijesnoj i kulturnoj baštini; promoviranje i očuvanje prirodnih, kulturnih i dugih posebnosti Republike Hrvatske, s naglaskom na grad Knin i njegovu okolicu; poticanje ekološke i kulturne svijesti građana, a posebice mladih i djece; poticanje razvoja turizma kroz srednjovjekovne manifestacije i nastupe; poticanje i razvoj civilnog društva kroz razne vrste umjetničkih projekata; razvijanje likovnog stvaralaštva; turistička promidžba grada Knina; promocija i razvoj volonterstva.","DAROVITA DJECA I MLADI, DJECA DO 14 GODINA, DJECA OD 14 DO 18 GODINA, GRAĐANI – OPĆA POPULACIJA, MLADI - OPĆA POPULACIJA, STUDENTI, UČENICI, VOLONTERI","[""2.3.1. Prevencija nasilja među djecom i mladima"", ""15.1.2. Očuvanje prirodne baštine"", ""6.3.5. Likovni amaterizam"", ""6.3.4. Djelatnost umjetničkih obrta"", ""11.3.4. Pomoć u podmirivanju osnovnih životnih potreba"", ""6.3.2. Dizajn i arhitektura"", ""7.10. Njegovanje zavičajnog identiteta"", ""11.3.3. Poboljšanje kvalitete života i zdravlja socijalno isključenih"", ""6.1.9. Ostale djelatnosti kulturne baštine"", ""7.6. Vjerska prava i slobode"", ""9.1.7. Poticanje kreativnosti i stvaralaštva u odgoju i obrazovanju"", ""6.2.2. Plesne umjetnosti"", ""11.3.1. Pomoć žrtvama prirodnih katastrofa"", ""6.2.3. Glazba i glazbeno-scenske umjetnosti"", ""9.1.8. Odgoj i obrazovanje za zaštitu i promicanje povijesno-kulturne baštine i nacionalnoga identiteta"", ""6.3.7. Manifestacije vizualnih umjetnosti"", ""11.3.2. Psihosocijalna pomoć u kriznim situacijama"", ""2.13. Razvoj lokalne zajednice"", ""6.2.5. Inovativne izvedbene umjetničke prakse"", ""3.2.1. Promicanje duhovnih aktivnosti"", ""6.1.1. Zaštita i očuvanje materijalnih kulturnih dobara"", ""3.3. Ostale djelatnosti iz područja duhovnosti"", ""15.1.1. Očuvanje posebno vrijednih prirodnih područja i drugih prostora"", ""6.2.6. Glazbene i scenske manifestacije i festivali"", ""2.12. Razvoj civilnoga društva"", ""3.2.2. Poticanje osobnog razvoja"", ""6.2.1. Dramske umjetnosti"", ""6.2.4. Kulturno-umjetnički (glazbeni i scenski) amaterizam"", ""2.4.1. Promicanje i razvoj volonterstva""]",https://banovac.mfin.hr/rnoprt/Details?handler=Details&id=54869,"[""datagovhr:registar-udruga""]"
